,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7043,Poor,Germany,Male,34,2,87967.42,2,False,True,156309.52,False
7044,Good,France,Male,26,3,0.0,2,True,False,4989.33,False
7045,Excellent,France,Female,36,6,0.0,2,True,True,190194.95,False
7046,Poor,Germany,Female,20,2,121093.29,2,True,False,3529.72,False
7047,Excellent,Spain,Female,31,2,121691.54,2,False,False,81778.72,False
7048,Poor,Spain,Male,57,6,0.0,2,True,True,39297.48,False
7049,Fair,France,Female,39,6,154121.32,2,True,False,176614.86,True
7050,Poor,France,Male,29,6,0.0,2,True,True,108684.65,False
7051,Fair,Spain,Male,43,1,0.0,2,True,True,145764.4,False
7052,Fair,France,Female,32,5,0.0,2,True,True,42135.28,False
7053,Good,Germany,Male,43,6,165048.5,3,True,False,16929.41,True
7054,Good,Spain,Male,38,6,0.0,2,False,False,104393.78,False
7055,Fair,France,Female,33,9,127638.35,1,True,True,192717.57,False
7056,Good,France,Male,31,8,0.0,2,True,True,59650.42,False
7057,Excellent,Germany,Female,72,8,135290.42,2,True,True,63729.72,False
7058,Fair,France,Female,71,4,170252.05,3,True,True,73679.59,True
7059,Good,Germany,Female,35,4,108269.2,2,True,False,174969.92,False
7060,Good,France,Female,32,1,0.0,2,True,False,1703.58,False
7061,Fair,Germany,Female,35,9,145623.36,1,True,False,163181.62,False
7062,Poor,France,Female,41,4,145809.53,2,True,True,52319.26,False
7063,Poor,Germany,Male,76,2,130334.84,2,True,True,51672.08,False
7064,Good,France,Female,39,3,0.0,2,True,True,145355.11,False
7065,Poor,Spain,Male,53,8,0.0,1,True,True,51711.57,False
7066,Good,Spain,Female,42,1,0.0,2,True,True,149535.97,False
7067,Good,France,Female,24,4,0.0,1,False,True,94105.0,False
7068,Good,Germany,Female,54,3,111009.32,1,True,True,155905.79,True
7069,Good,France,Female,46,2,0.0,1,True,True,138380.11,False
7070,Good,France,Female,39,3,157371.54,1,False,True,97734.3,False
7071,Good,Spain,Female,63,5,0.0,1,True,True,173576.71,False
7072,Good,France,Male,37,9,134560.62,1,True,False,27596.39,False
7073,Good,France,Male,40,1,0.0,1,True,True,16897.19,False
7074,Good,Germany,Male,36,5,72373.62,2,True,False,36895.99,False
7075,Good,France,Female,34,7,109564.1,1,False,True,113046.81,False
7076,Good,France,Female,25,4,132116.13,2,True,False,129933.5,False
7077,Fair,Germany,Male,24,7,101195.23,1,False,False,133091.32,False
7078,Good,France,Male,67,1,149436.73,2,False,True,106282.74,False
7079,Poor,Germany,Male,30,9,130682.11,2,True,True,57862.88,False
7080,Fair,Germany,Female,51,10,115280.49,2,False,False,12628.61,True
7081,Fair,France,Female,36,8,129944.39,2,False,False,198914.8,False
7082,Good,France,Male,36,5,0.0,2,True,True,109127.54,False
7083,Good,Spain,Female,32,10,0.0,1,True,True,22487.45,False
7084,Excellent,Germany,Male,56,6,151802.29,1,True,False,46791.09,True
7085,Good,France,Male,38,6,0.0,2,True,True,158697.28,False
7086,Poor,France,Female,38,3,138731.95,1,True,True,194138.36,False
7087,Good,Spain,Female,35,8,155621.08,1,False,True,35177.31,False
7088,Poor,France,Female,54,4,150005.38,1,True,False,157015.5,True
7089,Fair,Spain,Female,48,2,0.0,2,True,True,136551.25,False
7090,Fair,France,Male,47,1,64430.06,2,False,True,96517.97,False
7091,Poor,Germany,Male,53,7,106261.63,1,True,False,93629.66,True
7092,Good,Spain,Male,40,3,0.0,2,False,False,96097.65,False
7093,Fair,Germany,Female,41,4,132670.53,1,True,False,156476.36,True
7094,Fair,France,Female,67,3,0.0,1,False,True,42964.63,False
7095,Good,Germany,Female,38,1,117314.92,1,True,False,122021.33,True
7096,Poor,Spain,Male,38,3,145874.35,1,True,False,56311.39,True
7097,Good,Spain,Female,50,7,146777.44,2,False,True,150685.52,False
7098,Fair,Germany,Male,51,4,109978.83,1,False,False,177740.58,True
7099,Fair,France,Female,37,5,0.0,1,False,True,71492.28,False
7100,Fair,Spain,Male,24,8,108881.73,1,True,False,104492.83,False
7101,Excellent,Spain,Female,44,10,0.0,1,False,True,47729.33,False
7102,Poor,France,Male,39,2,112957.26,2,True,False,97593.16,False
7103,Poor,Germany,Female,42,8,103362.14,1,False,True,186869.58,True
7104,Poor,Spain,Male,41,4,89015.61,1,False,True,135227.23,False
7105,Poor,Spain,Male,45,5,133618.01,1,False,False,135244.87,False
7106,Fair,France,Male,40,5,93680.43,2,True,True,179473.26,False
7107,Good,Germany,Female,45,1,97486.15,2,True,False,50610.62,False
7108,Excellent,Spain,Female,37,2,137794.18,2,False,True,75232.02,False
7109,Good,France,Female,39,8,101928.51,1,False,False,89205.54,False
7110,Good,Spain,Female,28,9,0.0,2,False,True,61761.77,False
7111,Excellent,Spain,Female,39,6,0.0,2,True,False,103921.43,False
7112,Good,Germany,Female,35,2,79585.96,1,False,True,198802.9,False
7113,Good,France,Female,24,3,161884.99,1,True,True,9617.24,False
7114,Good,France,Female,39,1,129068.54,2,True,True,187905.12,False
7115,Good,France,Female,42,4,0.0,2,True,False,121440.8,False
7116,Poor,Germany,Male,49,6,132623.76,3,True,False,36292.94,True
7117,Poor,Spain,Male,31,5,121461.87,1,True,True,20432.09,True
7118,Good,France,Male,32,8,175307.32,1,True,False,187051.23,False
7119,Fair,France,Male,31,7,136658.61,1,True,True,148689.13,False
7120,Excellent,Spain,Female,23,3,146584.19,2,False,False,125445.8,False
7121,Good,France,Male,34,6,0.0,1,False,False,22736.06,False
7122,Poor,Spain,Female,46,10,131414.76,1,True,False,54947.51,False
7123,Good,France,Female,38,3,0.0,2,False,True,167984.72,False
7124,Poor,Germany,Male,34,4,99441.21,2,False,True,4802.27,False
7125,Good,France,Female,32,4,0.0,2,True,True,72909.75,False
7126,Poor,France,Female,26,4,0.0,2,True,False,185488.81,False
7127,Fair,France,Male,44,3,0.0,2,True,False,88407.51,False
7128,Poor,Spain,Male,38,1,181110.13,2,True,False,184544.59,False
7129,Excellent,Spain,Male,33,3,100476.46,2,True,True,136539.13,False
7130,Poor,Germany,Male,33,2,51949.95,2,True,False,85045.92,False
7131,Very_Poor,France,Male,35,8,121063.49,1,False,False,85421.48,False
7132,Good,Spain,Male,48,8,88441.64,1,True,True,119903.2,True
7133,Good,France,Female,30,1,127023.39,1,True,True,138780.89,False
7134,Poor,France,Male,41,5,144147.68,1,True,True,14789.9,False
7135,Good,Spain,Female,57,2,173306.13,1,False,True,131964.66,False
7136,Excellent,France,Female,49,0,0.0,1,False,False,178709.98,True
7137,Fair,Germany,Female,28,8,106425.75,1,True,True,20344.84,False
7138,Very_Poor,Germany,Female,66,6,135392.31,2,True,True,172852.06,True
7139,Excellent,France,Female,67,1,0.0,2,False,True,103945.58,False
7140,Good,Spain,Male,39,6,152685.4,1,False,False,183656.12,False
7141,Good,Germany,Female,38,1,82083.52,1,False,True,10333.78,False
7142,Fair,Spain,Female,63,2,131629.17,2,True,False,122109.58,True
7143,Good,France,Female,54,7,0.0,2,True,True,125041.52,False
7144,Poor,Germany,Female,55,0,108477.27,1,False,True,140003.0,True
7145,Good,France,Male,30,4,114779.35,1,False,False,183171.47,False
7146,Good,France,Male,41,5,57568.94,1,True,True,61128.29,False
7147,Good,Spain,Male,36,1,0.0,2,True,False,52462.25,False
7148,Good,Spain,Male,30,8,0.0,2,False,True,50839.85,False
7149,Good,France,Male,37,4,0.0,2,True,False,61240.87,False
7150,Good,France,Female,32,4,110559.46,1,True,True,127429.56,False
7151,Very_Poor,France,Male,34,4,0.0,2,True,False,68343.08,False
7152,Poor,France,Male,46,8,0.0,1,False,False,126511.94,True
7153,Poor,Spain,Male,36,3,0.0,2,True,True,8559.66,False
7154,Fair,France,Male,33,9,128152.82,1,False,False,147822.81,False
7155,Poor,Germany,Male,45,7,120961.5,3,True,True,39288.11,True
7156,Fair,Germany,Male,65,6,129472.33,1,True,True,85179.48,False
7157,Poor,France,Male,32,10,105000.23,1,True,False,190019.61,False
7158,Very_Poor,Germany,Male,55,8,109339.17,2,True,False,96405.88,True
7159,Poor,France,Female,59,6,55328.4,1,True,False,83342.73,True
7160,Fair,Germany,Male,23,3,72012.76,1,True,False,161333.13,False
7161,Good,France,Female,36,6,110480.48,1,False,False,81292.33,False
7162,Fair,Spain,Male,34,9,132439.99,1,True,False,177747.72,False
7163,Excellent,France,Female,46,3,0.0,2,True,True,187980.21,False
7164,Good,Germany,Male,34,5,94108.54,2,True,False,177235.21,False
7165,Fair,Germany,Female,28,10,105173.99,1,False,True,29835.37,True
7166,Fair,Spain,Female,40,8,0.0,2,True,False,80204.38,False
7167,Good,France,Male,29,7,131959.86,1,False,False,189268.81,False
7168,Poor,France,Male,33,7,0.0,2,True,True,85411.01,False
7169,Very_Poor,France,Male,34,5,122952.9,2,False,False,154360.97,False
7170,Good,France,Male,36,0,107379.68,1,True,True,84460.18,False
7171,Fair,Germany,Male,30,6,122641.56,2,True,False,65618.01,False
7172,Fair,France,Female,33,8,0.0,2,True,True,112928.74,False
7173,Good,Spain,Female,30,1,124037.28,1,True,True,142210.94,False
7174,Fair,France,Female,50,9,117565.03,2,False,False,82559.77,False
7175,Good,France,Female,38,5,133189.4,1,False,False,127388.06,False
7176,Very_Poor,Germany,Male,39,8,120252.02,2,True,True,10160.23,False
7177,Poor,Germany,Female,28,3,152264.81,1,False,False,64242.31,False
7178,Good,France,Male,38,5,105069.98,2,True,True,198355.28,False
7179,Fair,France,Male,42,7,115076.06,1,True,True,79323.61,False
7180,Excellent,France,Male,30,8,0.0,2,True,True,24113.91,False
7181,Good,France,Female,42,7,117280.23,3,False,False,41921.06,True
7182,Good,Germany,Male,49,6,110540.43,2,False,True,107472.99,False
7183,Good,Spain,Male,36,7,135095.47,1,True,False,143859.66,False
7184,Good,Germany,Male,23,0,187861.18,2,True,True,104120.17,False
7185,Good,Germany,Male,44,3,124655.59,2,False,True,79792.3,False
7186,Fair,France,Male,44,8,0.0,2,True,True,154639.72,False
7187,Poor,France,Female,38,9,134105.01,1,False,False,57850.1,False
7188,Good,France,Female,34,4,0.0,1,True,True,62868.33,False
7189,Fair,France,Female,40,9,0.0,2,False,True,92357.21,False
7190,Poor,Germany,Male,52,8,83693.34,2,True,True,161083.53,False
7191,Poor,France,Male,42,9,114631.23,1,False,True,91429.74,False
7192,Good,France,Male,44,9,128601.98,1,True,False,117031.2,False
7193,Fair,Germany,Female,34,2,91258.52,2,True,False,44857.4,False
7194,Excellent,France,Male,70,8,70416.75,1,True,True,36483.52,False
7195,Good,France,Female,33,6,0.0,2,True,False,34045.61,False
7196,Poor,France,Female,35,5,0.0,2,True,False,59981.62,False
7197,Good,France,Female,42,10,0.0,2,True,True,152944.39,False
7198,Good,France,Male,33,6,88294.6,1,True,False,66979.06,False
7199,Fair,Spain,Female,32,7,0.0,1,True,False,28797.32,False
7200,Poor,France,Male,28,1,93577.3,1,True,True,51670.82,False
7201,Good,Germany,Female,30,5,136650.89,1,True,True,41865.72,True
7202,Poor,Spain,Female,72,8,98765.84,1,True,True,96015.53,False
7203,Fair,France,Male,33,1,84309.57,2,False,False,103914.4,False
7204,Good,Spain,Male,39,10,136258.06,1,False,False,89199.51,False
7205,Good,France,Female,29,9,0.0,2,True,True,48849.89,False
7206,Good,Germany,Female,47,1,131160.85,1,True,False,197444.69,False
7207,Poor,Spain,Female,30,4,145222.99,2,False,False,145160.96,False
7208,Poor,Germany,Male,25,4,98141.57,2,True,True,52309.8,False
7209,Fair,France,Male,47,6,0.0,1,True,False,50695.93,True
7210,Fair,Spain,Female,28,9,102282.61,1,True,True,157891.11,False
7211,Fair,France,Female,37,4,116121.84,2,False,True,181850.74,False
7212,Good,France,Female,25,5,190066.54,1,False,False,51345.39,True
7213,Very_Poor,Germany,Female,55,8,149349.58,3,False,False,137519.92,True
7214,Good,France,Male,36,1,155176.83,2,True,True,49653.37,False
7215,Poor,Germany,Male,32,2,98986.28,1,True,True,55867.38,False
7216,Good,France,Male,41,8,147726.98,3,True,False,172749.4,True
7217,Poor,France,Male,41,1,0.0,2,True,False,90607.31,False
7218,Good,France,Male,36,7,144852.06,1,False,False,130861.95,False
7219,Poor,France,Male,54,4,89299.81,1,False,False,5558.47,True
7220,Good,Spain,Male,40,9,0.0,2,False,False,121537.91,False
7221,Fair,France,Male,41,6,97663.16,2,True,False,57128.78,False
7222,Good,Spain,Male,39,4,95161.75,1,True,False,19409.77,False
7223,Excellent,Germany,Male,31,9,154586.92,1,False,True,88604.89,True
7224,Good,Spain,Female,34,8,127095.14,2,False,False,479.54,False
7225,Excellent,Germany,Male,35,7,92526.15,2,True,True,173837.54,False
7226,Good,Germany,Female,46,0,107362.8,1,True,False,487.3,False
7227,Good,Spain,Female,24,2,0.0,1,True,False,35600.25,True
7228,Poor,France,Female,47,2,127286.04,2,True,True,166929.43,True
7229,Good,France,Female,29,6,0.0,2,True,True,98998.61,False
7230,Good,France,Male,37,2,0.0,2,True,True,54229.74,False
7231,Poor,France,Male,40,10,139930.18,1,True,True,105720.09,False
7232,Good,Germany,Female,30,4,77949.69,1,True,True,121151.46,False
7233,Poor,France,Male,38,1,121405.04,1,True,True,154844.22,False
7234,Poor,Spain,Female,35,5,124580.69,1,True,True,18785.48,False
7235,Good,France,Male,35,5,133087.76,1,True,False,64771.61,False
7236,Very_Poor,Spain,Male,34,7,0.0,1,True,True,16250.61,False
7237,Good,France,Female,43,7,0.0,2,True,False,131093.99,False
7238,Good,Spain,Male,62,7,0.0,1,True,False,129188.18,True
7239,Poor,Germany,Male,45,8,103741.14,1,True,False,47428.73,True
7240,Poor,France,Female,32,7,98877.95,1,True,False,132973.21,False
7241,Poor,France,Male,37,5,105843.26,2,True,True,84908.2,False
7242,Good,Spain,Male,44,7,77526.66,3,False,False,57338.56,True
7243,Fair,France,Male,77,5,0.0,2,True,True,161579.85,False
7244,Very_Poor,France,Female,33,7,0.0,2,True,False,122625.68,False
7245,Good,Germany,Female,36,2,105264.88,2,True,True,52909.87,False
7246,Very_Poor,France,Male,37,5,0.0,2,False,True,170226.47,False
7247,Poor,Germany,Female,40,3,110150.43,1,True,True,191757.65,True
7248,Fair,Spain,Female,57,2,0.0,3,True,False,66652.75,True
7249,Fair,France,Male,25,7,0.0,2,True,True,195977.75,False
7250,Fair,Spain,Female,28,6,0.0,2,True,True,69056.26,False
7251,Good,Germany,Male,31,9,138166.3,1,True,False,12920.43,False
7252,Poor,Germany,Male,40,7,122265.24,1,True,False,138552.74,False
7253,Good,Spain,Female,55,0,133295.98,1,True,False,22832.71,True
7254,Excellent,France,Male,36,2,0.0,1,False,True,61811.1,False
7255,Poor,France,Female,32,0,148326.09,1,True,False,191604.27,True
7256,Excellent,Germany,Female,31,2,68927.57,1,True,True,25445.0,False
7257,Good,France,Female,47,5,139914.6,4,False,True,129964.56,True
7258,Poor,Germany,Female,58,8,118723.11,1,False,False,6209.51,True
7259,Fair,Spain,Male,32,7,106957.28,1,True,True,134794.02,False
7260,Good,France,Female,41,7,190238.93,1,True,True,57549.65,False
7261,Good,France,Female,53,1,113537.73,1,False,True,28367.21,False
7262,Fair,Spain,Female,40,4,101090.27,1,True,True,51703.09,False
7263,Fair,France,Female,46,2,0.0,2,True,True,66602.7,False
7264,Very_Poor,Spain,Male,33,3,0.0,1,True,True,2739.71,False
7265,Good,France,Female,38,7,0.0,2,False,False,69227.42,False
7266,Good,Spain,Female,60,10,168920.75,1,True,False,31445.03,True
7267,Poor,Germany,Male,31,9,111589.67,1,True,False,150037.19,False
7268,Fair,Germany,Female,27,6,172310.33,1,False,True,111448.92,False
7269,Fair,Germany,Male,34,7,118028.35,1,True,False,51226.32,True
7270,Good,Germany,Male,51,1,147910.3,1,True,True,53581.14,False
7271,Poor,Germany,Male,42,7,131287.36,2,True,True,149697.78,False
7272,Fair,France,Female,74,0,121276.32,1,True,True,160348.31,False
7273,Fair,Spain,Male,38,6,109869.32,1,True,True,154641.91,False
7274,Fair,France,Female,34,6,97435.85,2,True,True,104331.76,False
7275,Good,France,Female,42,9,0.0,2,False,False,135630.32,False
7276,Poor,France,Male,35,2,133853.27,1,True,True,65361.66,False
7277,Good,Germany,Male,32,0,109528.16,2,True,True,56176.31,False
7278,Fair,France,Female,33,4,84607.34,2,False,True,60059.47,False
7279,Very_Poor,Germany,Male,37,1,101438.0,1,False,False,51364.56,False
7280,Excellent,France,Male,55,7,0.0,2,True,True,118752.6,False
7281,Fair,France,Male,59,9,113657.83,1,True,True,116848.79,True
7282,Poor,Spain,Female,44,7,189318.16,2,True,False,45026.23,True
7283,Good,France,Male,31,3,99513.91,1,True,True,189657.26,False
7284,Good,Spain,Male,35,4,97585.32,2,False,False,57213.46,False
7285,Good,France,Male,29,3,0.0,2,True,True,63687.06,False
7286,Good,France,Female,43,4,0.0,2,True,True,58761.33,False
7287,Fair,Spain,Male,32,3,136659.74,1,True,True,14187.78,False
7288,Poor,France,Female,30,4,85755.86,1,True,False,145115.95,False
7289,Fair,Spain,Female,35,7,0.0,1,True,False,187718.26,False
7290,Poor,France,Male,39,4,0.0,2,True,False,27150.35,False
7291,Poor,Spain,Male,33,4,51690.89,1,True,False,111622.76,True
7292,Good,Spain,Male,34,3,0.0,2,True,False,27244.35,False
7293,Good,France,Female,34,2,111669.68,1,True,False,57029.66,False
7294,Fair,Germany,Male,31,2,154741.45,2,False,False,25183.01,False
7295,Fair,Germany,Male,31,7,125681.51,1,False,True,129980.93,False
7296,Good,Germany,Female,37,8,155303.71,1,True,False,118716.63,False
7297,Fair,Germany,Female,43,4,140681.68,1,False,True,20134.07,False
7298,Fair,France,Male,28,9,71902.52,1,False,True,190208.23,False
7299,Good,France,Male,51,6,146606.6,1,True,True,68021.9,False
7300,Good,Germany,Male,45,1,123949.75,1,False,False,110881.56,False
7301,Good,Germany,Female,33,1,144753.21,1,True,True,132480.75,False
7302,Very_Poor,France,Female,72,6,91285.22,1,True,True,7032.95,False
7303,Fair,France,Male,43,0,0.0,2,True,False,27862.58,False
7304,Good,Germany,Male,58,8,125850.53,2,True,True,87008.17,False
7305,Good,France,Male,28,7,108116.66,1,True,True,27411.19,False
7306,Excellent,France,Female,38,2,0.0,2,True,True,46395.21,False
7307,Excellent,France,Male,28,8,67639.56,2,True,True,194245.29,False
7308,Good,Spain,Female,53,6,150200.23,1,False,True,151317.27,True
7309,Poor,Spain,Female,22,7,141287.15,1,True,False,118142.79,False
7310,Fair,France,Female,41,6,0.0,3,True,True,138700.75,True
7311,Good,France,Male,37,1,0.0,2,False,True,6035.51,False
7312,Fair,France,Female,43,0,0.0,2,True,True,41263.69,False
7313,Good,France,Female,36,4,97157.96,1,False,True,63185.05,False
7314,Poor,France,Female,36,2,0.0,2,True,False,92536.0,True
7315,Poor,Germany,Female,33,6,125241.17,2,True,True,158736.07,False
7316,Excellent,Germany,Male,54,2,128966.13,1,False,False,18633.4,True
7317,Good,Germany,Male,59,5,152581.06,1,True,False,71830.1,True
7318,Fair,Spain,Female,32,1,0.0,2,True,False,19525.65,False
7319,Very_Poor,Germany,Female,37,5,142688.57,2,True,True,110953.33,False
7320,Excellent,Germany,Female,31,1,130089.56,2,True,True,4466.21,False
7321,Poor,France,Male,36,9,0.0,1,True,True,105818.51,False
7322,Good,France,Female,32,1,117094.02,1,False,False,149558.83,True
7323,Good,Spain,Male,24,8,0.0,2,True,False,4070.28,False
7324,Fair,France,Female,39,10,0.0,3,True,False,132741.13,True
7325,Good,Spain,Female,34,2,0.0,2,True,False,61251.25,False
7326,Poor,France,Male,49,7,90218.9,1,True,False,91347.76,False
7327,Fair,Spain,Male,42,4,194532.66,1,True,False,171045.31,True
7328,Excellent,Germany,Male,56,1,169743.83,1,False,False,155850.4,True
7329,Poor,France,Female,34,5,0.0,1,True,False,27380.99,False
7330,Very_Poor,France,Male,34,8,155973.88,1,True,False,154208.96,False
7331,Excellent,Spain,Male,59,4,129321.44,1,True,True,93624.55,False
7332,Excellent,Germany,Female,42,6,138650.49,2,True,False,64746.07,False
7333,Good,Spain,Male,43,2,136487.86,2,True,False,82815.93,False
7334,Fair,France,Male,18,6,0.0,2,True,True,27308.58,False
7335,Fair,France,Female,41,4,38617.2,1,True,True,104876.8,False
7336,Fair,France,Female,28,7,0.0,2,True,False,151316.37,False
7337,Good,France,Female,34,8,82909.14,1,True,False,91817.38,True
7338,Good,Germany,Female,54,8,145151.4,1,False,True,125311.17,True
7339,Very_Poor,Spain,Female,42,0,147187.84,1,True,True,14868.94,True
7340,Good,France,Male,39,4,0.0,2,True,False,196112.45,False
7341,Excellent,Spain,Male,54,7,108185.81,2,False,False,24093.4,True
7342,Poor,France,Male,30,4,0.0,2,True,True,66263.87,False
7343,Fair,France,Male,34,7,0.0,2,False,True,100304.13,False
7344,Good,France,Male,28,2,0.0,2,True,False,167909.52,False
7345,Good,France,Male,49,5,105918.1,1,True,True,16246.59,False
7346,Excellent,France,Male,27,6,0.0,2,True,False,103603.65,False
7347,Poor,Spain,Male,42,7,0.0,2,True,False,7680.23,False
7348,Very_Poor,Spain,Male,25,2,0.0,2,False,False,95215.73,False
7349,Fair,Germany,Male,42,6,59972.26,2,False,True,148172.94,False
7350,Good,Spain,Male,25,7,157228.61,2,True,False,124382.9,False
7351,Fair,Spain,Male,34,5,0.0,2,True,False,159311.46,False
7352,Good,France,Female,38,4,0.0,2,False,False,6787.48,False
7353,Poor,France,Male,21,4,210433.08,2,False,True,197297.77,True
7354,Good,Germany,Female,30,1,102452.71,1,True,False,21556.95,False
7355,Poor,Spain,Female,35,5,0.0,2,True,False,56518.0,False
7356,Very_Poor,France,Female,37,8,142987.46,2,True,False,158840.99,False
7357,Fair,Spain,Female,29,7,143330.56,2,True,True,126396.01,False
7358,Poor,France,Female,49,6,0.0,1,False,True,148087.88,True
7359,Good,France,Male,36,4,120165.4,2,True,False,33701.5,False
7360,Fair,Spain,Male,54,6,0.0,1,False,True,84622.37,False
7361,Good,France,Female,36,4,0.0,1,True,False,185580.89,True
7362,Good,France,Male,73,6,66573.17,1,True,True,62768.8,False
7363,Fair,France,Male,40,4,102833.46,2,True,True,38829.11,False
7364,Good,France,Female,34,5,164757.56,1,True,False,110748.88,False
7365,Poor,Spain,Female,36,10,153610.61,1,True,True,54083.8,True
7366,Poor,Spain,Female,35,8,0.0,3,False,True,88658.73,False
7367,Fair,Spain,Male,42,10,0.0,2,True,False,177938.52,False
7368,Excellent,Germany,Female,36,3,169025.83,1,True,False,174235.06,False
7369,Fair,Spain,Female,26,4,153455.72,2,True,True,82696.84,False
7370,Fair,France,Male,37,4,0.0,2,True,True,142415.97,False
7371,Excellent,France,Male,30,10,153972.89,2,True,False,62811.03,False
7372,Good,Spain,Male,34,9,114609.55,2,False,True,25339.29,False
7373,Good,Germany,Male,37,7,143625.83,2,False,True,176487.05,False
7374,Good,Germany,Female,38,1,116520.28,1,True,True,49833.5,True
7375,Fair,France,Male,77,6,80926.02,2,True,True,55829.25,False
7376,Good,France,Male,23,6,166594.78,1,True,True,155823.2,False
7377,Good,France,Female,40,0,115465.98,1,True,True,60622.61,False
7378,Poor,France,Male,34,8,0.0,2,True,True,174196.68,False
7379,Poor,France,Female,36,1,0.0,1,True,True,56905.38,False
7380,Poor,Germany,Female,41,7,92618.62,1,True,True,101178.85,False
7381,Fair,Germany,Female,25,8,141825.88,1,True,True,73857.94,True
7382,Fair,Spain,Male,28,6,149594.02,2,True,False,102325.19,False
7383,Good,Spain,Female,39,7,130051.66,2,False,False,55356.39,True
7384,Fair,France,Female,41,7,0.0,2,True,True,131284.93,False
7385,Fair,France,Male,38,4,0.0,2,False,False,88080.43,False
7386,Good,Germany,Female,37,2,158468.76,1,False,True,93266.01,False
7387,Good,France,Male,44,8,161889.79,1,False,False,75562.47,False
7388,Excellent,France,Female,29,9,133681.78,1,True,True,153747.73,False
7389,Good,Spain,Female,34,5,0.0,2,True,False,163830.64,False
7390,Poor,Spain,Male,20,3,187294.46,1,True,False,103456.47,False
7391,Very_Poor,France,Male,31,5,0.0,1,True,False,95655.16,False
7392,Poor,Spain,Male,67,6,0.0,2,True,True,138350.74,False
7393,Poor,France,Male,28,7,119706.22,1,False,False,31190.42,False
7394,Poor,France,Female,22,8,0.0,1,False,True,167553.06,False
7395,Good,Germany,Female,45,7,138523.2,1,False,False,59604.45,True
7396,Fair,Spain,Female,56,5,90778.76,2,True,False,162223.67,True
7397,Poor,Germany,Male,47,4,99353.42,1,True,False,196549.85,True
7398,Very_Poor,Germany,Female,40,1,111524.49,1,True,True,120373.84,True
7399,Good,France,Female,37,7,128645.67,1,True,False,92149.64,False
7400,Good,Germany,Male,35,1,117458.51,1,False,True,178361.48,True
7401,Fair,France,Female,39,9,129189.15,2,False,False,170998.83,False
7402,Fair,Spain,Male,33,7,121260.19,2,True,False,77216.48,False
7403,Excellent,Spain,Male,56,6,94231.13,1,False,False,121164.6,True
7404,Good,France,Male,39,1,0.0,2,True,True,141841.31,False
7405,Poor,France,Male,34,8,163757.06,1,True,True,104000.06,False
7406,Very_Poor,Spain,Male,58,4,0.0,2,True,True,191419.32,False
7407,Fair,France,Male,22,4,0.0,2,True,False,28188.96,False
7408,Good,France,Male,35,2,141005.47,1,True,True,60407.93,False
7409,Excellent,Germany,Female,42,9,105356.09,2,True,True,130489.37,False
7410,Good,Spain,Male,34,5,0.0,2,True,False,193040.32,False
7411,Fair,Germany,Female,23,6,85897.95,1,True,False,109742.8,False
7412,Good,France,Male,36,7,0.0,2,True,True,74760.32,False
7413,Excellent,Germany,Female,31,4,164672.66,1,False,True,61936.1,False
7414,Good,Germany,Female,45,2,99169.67,2,True,True,78650.95,False
7415,Excellent,France,Male,29,6,0.0,2,False,False,168023.6,False
7416,Poor,France,Male,36,8,0.0,2,False,True,5571.59,False
7417,Good,Germany,Female,37,5,124053.03,1,True,False,118591.67,False
7418,Good,France,Male,36,4,0.0,2,True,False,7824.31,False
7419,Good,Germany,Female,40,3,103499.09,2,False,False,38153.19,False
7420,Good,Germany,Female,38,9,151766.71,1,True,True,180829.99,False
7421,Fair,Spain,Female,36,1,0.0,1,True,True,143960.72,False
7422,Fair,France,Male,29,7,101486.96,1,True,True,8788.35,False
7423,Good,Germany,Male,36,2,123601.56,2,True,False,103557.85,False
7424,Poor,Germany,Male,38,1,127201.58,1,True,False,147168.28,True
7425,Poor,Germany,Male,33,3,144962.74,1,True,False,58844.84,True
7426,Fair,France,Female,48,4,0.0,1,False,False,18094.96,True
7427,Good,Spain,Male,33,8,122017.19,1,False,False,162515.17,False
7428,Poor,Spain,Male,32,9,100262.88,2,True,True,157921.25,False
7429,Good,Spain,Female,43,6,117302.62,1,False,False,68701.73,False
7430,Fair,France,Female,35,0,135984.15,2,True,False,186778.89,False
7431,Good,France,Male,38,3,0.0,2,True,False,66561.6,False
7432,Good,Germany,Male,31,2,160997.54,2,False,True,64831.36,False
7433,Good,Germany,Female,37,2,128389.63,1,True,True,6589.16,True
7434,Fair,Spain,Male,35,1,0.0,2,True,False,165370.66,False
7435,Fair,Spain,Female,50,5,130554.51,3,True,False,184758.17,True
7436,Fair,Germany,Female,57,6,90212.0,1,True,False,13911.27,True
7437,Fair,France,Female,29,9,71996.29,1,True,True,34857.46,False
7438,Poor,France,Female,32,4,85615.66,2,True,False,156192.43,False
7439,Very_Poor,France,Female,27,6,62339.81,2,False,False,53874.67,False
7440,Fair,Spain,Female,47,6,142319.03,1,False,False,100183.05,False
7441,Good,France,Male,54,5,0.0,2,True,True,4493.12,False
7442,Fair,Spain,Male,36,5,0.0,2,True,False,130610.78,False
7443,Fair,France,Female,24,2,87413.19,1,True,False,63340.65,False
7444,Good,France,Female,29,4,0.0,2,True,True,180066.59,False
7445,Poor,France,Female,45,4,0.0,1,True,False,95273.73,True
